language,url,date,crawled_from,label_combined,label_relevance,label_aid_sec,label_education,label_health,label_protection,label_food_sec
english,http://washingtonmonthly.com/2022/09/21/how-hospital-monopolies-drive-up-the-cost-of-care/,2022-09-21 09:00:00.000,newsAPI,[],False,False,False,False,False,
english,http://washingtonmonthly.com/2023/06/02/the-myth-of-the-responsible-gun-owner-an-american-nightmare-part-i/,2023-06-02 09:00:00.000,newsAPI,[],False,False,False,False,False,
english,http://wtop.com/loudoun-county/2022/12/2-loudoun-co-school-officials-indicted/,2022-12-12 18:27:12.000,newsAPI,[],False,False,False,False,False,
english,http://www.adaderana.lk/news.php?mode=head&nid=4098,2021-11-16 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.adaderana.lk/news/75089/nursers-strike-continues-for-second-consecutive-day,2021-07-02 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.adweek.com/tvnewser/al-jazeera-journalist-killed-while-covering-west-bank-clashes-between-israeli-army-and-palestinian-fighters/507190/,2022-05-11 13:53:48.000,newsAPI,[],False,False,False,False,False,
english,http://www.ansamed.info/ansamed/en/news/sections/generalnews/2021/02/08/turkey-protests-for-students-arrested-in-istanbul-banned_169bafec-98f3-414e-a7af-144affea36b5.html,2021-02-08 11:26:38.000,newsAPI,[],False,False,False,False,False,
english,http://www.autostraddle.com/a-queer-syllabus-for-the-writers-and-actors-strike/,2023-08-20 12:02:05.000,newsAPI,[],False,False,False,False,False,
english,http://www.bay12games.com/dwarves/index.html#R2023-06-28,2023-06-28 16:00:00.000,newsAPI,[],False,False,False,False,False,
english,http://www.bbs.bt/news/?p=182570,2023-03-05 12:34:54.000,newsAPI,[],False,False,False,False,False,
english,http://www.borderlandbeat.com/2021/04/north-carolina-teacher-killed-by.html,2021-04-15 13:00:00.000,newsAPI,[],False,False,False,False,False,
english,http://www.brookings.edu/blog/brown-center-chalkboard/2023/04/06/state-of-the-states-governors-and-postsecondary-policy/,2023-04-06 13:39:43.000,newsAPI,[],False,False,False,False,False,
english,http://www.brookings.edu/blog/education-plus-development/2021/07/27/education-in-emergency-in-nigeria-creating-gender-equitable-policies-so-all-girls-have-an-uninterrupted-right-to-learn/,2021-07-27 16:07:17.000,newsAPI,[],False,False,False,False,False,
english,http://www.brookings.edu/blog/education-plus-development/2022/09/09/schooling-isnt-enough-the-urgency-of-quality-education-for-children-forcibly-on-the-move-in-the-sahel/,2022-09-09 19:58:22.000,newsAPI,[],False,False,False,False,False,
english,http://www.brookings.edu/research/a-global-effort-to-counter-extremism-through-education/,2021-01-25 14:50:14.000,newsAPI,[],False,False,False,False,False,
english,http://www.china.org.cn/world/2021-01/12/content_77106522.htm,2021-01-12 05:00:00.000,newsAPI,[],False,False,False,False,False,
english,http://www.curbed.com/2023/01/ban-gas-stoves-natural-gas.html,2023-01-09 21:54:45.000,newsAPI,[],False,False,False,False,False,
english,http://www.dailynews.lk/2022/03/16/features/274877/how-south-asia-views-war-ukraine,2022-03-16 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.dmagazine.com/frontburner/2021/04/leading-off-4-13-21/,2021-04-13 12:22:35.000,newsAPI,[],False,False,False,False,False,
english,http://www.dmagazine.com/frontburner/2021/04/leading-off-4-14-21/,2021-04-14 12:39:57.000,newsAPI,[],False,False,False,False,False,
english,http://www.ecns.cn/news/2022-03-01/detail-ihawawkt8344382.shtml,2022-03-01 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.eduwonk.com/2021/02/parkland-at-3.html,2021-02-14 17:16:06.000,newsAPI,[],False,False,False,False,False,
english,http://www.euractiv.com/section/energy-environment/news/uns-kunming-biodiversity-summit-delayed-a-second-time/,2021-03-19 06:01:04.000,newsAPI,[],False,False,False,False,False,
english,http://www.financetwitter.com/2023/11/human-shields-how-hamas-cleverly-wins-propaganda-war-but-was-stunned-by-fire-power-unleashed-by-israel.html,2023-11-06 15:37:49.000,newsAPI,['education' 'health' 'protection'],True,False,True,True,True,
english,http://www.hrw.org/news/2022/12/19/doctor-describes-toll-attack-hospital-southern-ukraine,2022-12-19 19:29:42.000,newsAPI,['health'],True,False,False,True,False,
english,http://www.israelnationalnews.com/news/327886,2022-05-20 06:13:50.000,newsAPI,[],False,False,False,False,False,
english,http://www.justjared.com/2021/01/03/greta-thunberg-celebrates-18th-birthday-with-a-hilarious-message/,2021-01-03 21:37:31.000,newsAPI,[],False,False,False,False,False,
english,http://www.justjared.com/2022/10/11/paris-hilton-details-sexual-assault-at-provo-canyon-school-my-childhood-was-stolen-from-me/,2022-10-11 15:31:24.000,newsAPI,[],False,False,False,False,False,
english,http://www.koreaherald.com/view.php?ud=20210824000131,2021-08-23 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.koreaherald.com/view.php?ud=20220921000295&np=1&mp=1,2022-09-21 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.krgv.com/news/vaccine-clinics-target-kids/,2021-05-16 03:14:00.000,newsAPI,[],False,False,False,False,False,
english,http://www.lemis.com/grog/diary-dec2023.php?topics=c#D-20231217-021908,2023-12-17 07:19:08.000,newsAPI,[],False,False,False,False,False,
french,http://www.lequotidien-oran.com/index.php?news=5326462,2024-01-02 10:00:00.000,gdelt,['aid-sec' 'health' 'protection'],True,True,False,True,True,False
english,http://www.madnesshub.com/2021/05/aoc-condemns-spiraling-attacks-on-jews.html,2021-05-23 12:26:45.000,newsAPI,[],False,False,False,False,False,
english,http://www.msn.com/en-us/money/markets/indonesia-finance-minister-warns-of-ripple-effect-from-china-s-evergrande-debt-woes/ar-AAOIEKT,2021-09-24 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/us/biden-administration-prepares-to-expand-phased-entry-of-migrants-forced-to-stay-in-mexico-under-trump-era-policy/ar-BB1eLOj2,2021-03-20 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/activists-target-paris-climate-finance-meeting-ahead-of-cop26/ar-AAPXIzo,2021-10-26 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/afghanistan-s-panjshir-valley-last-holdout-against-taliban/ar-AANGr9y,2021-08-24 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/bangladesh-arrests-16-rohingya-in-anti-militant-crackdown/ar-AAPlec7,2021-10-10 00:00:00.000,https://www.osac.gov/Content/Browse/News,['protection'],True,False,False,False,True,
english,http://www.msn.com/en-us/news/world/belarus-bans-most-citizens-from-going-abroad/ar-AAKAYNs,2021-06-01 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/blinken-reaffirms-u-s-commitment-to-ukraine-on-kyiv-visit/ar-BB1gpN8c,2021-05-06 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/curfew-across-afghanistan-as-taliban-advances/ar-AAMw1NS,2021-07-24 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/dr-congo-declares-state-of-siege-over-eastern-bloodshed/ar-BB1ghk2i,2021-05-03 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/french-ministers-to-raise-concerns-with-russia-on-west-africa-activities/ar-AAQwKnl,2021-11-10 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/germany-imposes-border-checks-as-austria-czech-republic-struggle-to-contain-the-coronavirus/ar-BB1dCWup,2021-02-12 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/iaea-urges-iran-to-explain-uranium-traces-at-sites/ar-AAKN7Og,2021-06-08 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/india-s-rajasthan-shuts-down-or-resticts-internet-for-25-million-people-to-stop-students-cheating-in-reet-exams/ar-AAOTYlF,2021-09-28 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/indian-farmer-protest-4-questions-for-cnn-reporter-vedika-sud-about-what-it-was-like-at-a-farmer-protest-camp-in-india/ar-BB1dGe58,2021-02-15 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/italy-introduces-quarantine-for-eu-travellers/ar-BB1f7uAC,2021-03-30 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/kumbh-mela-millions-of-pilgrims-head-to-haridwar-india-to-dip-in-the-ganges-river-as-coronavirus-cases-surge/ar-BB1fyBGL,2021-04-12 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/leverkeusen-germany-five-missing-after-explosion-rocks-chemical-site/ar-AAMBJSY,2021-07-27 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/norway-may-allow-us-military-to-build-on-its-soil-in-revised-cooperation-deal/ar-BB1fInOP,2021-04-16 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/pakistan-is-considering-resuming-trade-ties-with-rival-india/ar-BB1f9aqo,2021-03-31 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/parachuting-protester-didnt-intend-to-crash-in-allianz-arena-during-euro-2020-greenpeace/ar-AAL6RUw,2021-06-17 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/russia-s-authoritarianism-and-political-crackdown-could-get-worse-after-weekend-vote-experts-say/ar-AAOxlQe,2021-09-17 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/russia-says-eu-risks-passenger-safety-over-belarus/ar-AAKtIju,2021-05-28 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/russian-mercenaries-implicated-in-torture-and-killing-of-civilians-in-central-african-republic/ar-AAL3ayv,2021-06-16 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/sri-lanka-drops-charges-against-admiral-over-killings/ar-AAPsqEq,2021-10-14 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/taiwan-says-china-is-spreading-fake-news-during-covid-spike/ar-AAKfZbz,2021-05-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/the-risks-of-india-s-new-covid-19-double-mutant/ar-BB1eWrQN,2021-03-25 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/thunderstorms-cause-flash-flooding-in-london-submerging-roads-and-some-train-stations/ar-AAMy4AX,2021-07-26 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/united-states-imposes-visa-restrictions-over-cameroon-separatist-crisis/ar-AAKNY5y,2021-06-08 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/unrest-over-south-african-government-brings-another-dire-issue-starvation/ar-AAMt2ZF,2021-07-24 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/virus-surge-vaccine-shortages-spread-beyond-india-s-borders/ar-BB1gdvaG,2021-04-30 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-us/news/world/wildfires-in-russia-spread-to-central-regions/ar-AANJ3Hm,2021-08-25 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-xl/africa/nigeria/new-law-stokes-tension-in-nigeria-s-blighted-oil-delta/ar-AANXZhT,2021-09-01 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-xl/africa/nigeria/tension-in-northern-nigeria-as-emir-gives-herdsmen-30-day-ultimatum-to-vacate-forests/ar-AAMoQdy,2021-07-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-xl/africa/other/kenya-airways-suspends-domestic-operations-after-kenyatta-order/ar-BB1f1tho,2021-03-27 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-xl/africa/other/kenya-seeks-alternatives-to-az-covid-vaccine-after-delays/ar-AAKeP3N?isappinstalled=0,2021-05-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-xl/africa/top-stories/congos-nyiragongo-volcano-erupts-causing-thousands-to-flee-at-least-15-dead/ar-AAKj9Gx,2021-05-24 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-xl/asia/asia-top-stories/myanmar-security-forces-surround-arrest-protesters-us-calls-for-withdrawal/ar-BB1erDBk,2021-03-10 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-xl/asia/pakistan/hundreds-rounded-up-as-tlp-announces-long-march-on-islamabad/ar-AAPOO0e,2021-10-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-xl/asia/pakistan/pakistan-calls-for-unfreezing-of-afghan-assets-ahead-of-un-talks/ar-AAOEmsw,2021-09-21 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-xl/asia/pakistan/rights-groups-condemn-pakistan-tv-host-suspension/ar-AAKAx1c,2021-06-01 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-xl/europe/top-stories/eu-to-aid-lithuania-amid-swelling-migrant-flows-from-belarus/ar-AAMQ37h,2021-08-02 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-xl/europe/top-stories/serbia-halts-china-owned-mine-over-environmental-breaches/ar-BB1fDDpT?getstaticpage=true,2021-04-14 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,http://www.msn.com/en-xl/europe/top-stories/strong-earthquake-shakes-central-greece-felt-in-balkans/ar-BB1ebO5Q,2021-03-03 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
